CpuMaxMemory,EpLenMean,EpRewMean,GpuMaxMemory,IPS_total,Iter,Misc/FrameRewMean,Misc/InteractCount,Misc/TimeElapsed,Opt/approxkl,Opt/clipfrac,Opt/entropy,Opt/loss_pi,Opt/loss_vf,Opt/negent,Opt/pg,Opt/pi_kl,VFStats/AdvMean,VFStats/AdvStd,VFStats/EV,VFStats/VpredMean,VFStats/VpredStd,VFStats/VtargMean,VFStats/VtargStd,del_time,wait_optimization,scaled/pol_distance,scaled/vf_aux,scaled/vf_true,unscaled/pol_distance,unscaled/vf_aux,unscaled/vf_true,EvalEpMean
3035636000.0,80.38461538461539,-4.051281929016113,11965495808.0,1677.6372266433866,0.0,-0.018967723473906517,4096.0,2.4415290355682373,2.886579864025407e-15,0.0,2.7075986862182617,-0.0270759928971529,0.18002139031887054,-0.027075985446572304,-7.450580596923828e-09,0.0,-0.26545703411102295,0.5381877422332764,0.0015147261835948278,0.024031713604927063,0.01653527282178402,-0.2414253056049347,0.5385958552360535,2.4415290355682373,1.0249905586242676,,,,,,,
3086588000.0,86.01149425287356,-3.4137930870056152,12031147008.0,1765.9248921138108,1.0,-0.012999100610613823,8192.0,4.760993480682373,2.5118795932144167e-15,0.0,2.707146167755127,-0.02707146853208542,0.13798189163208008,-0.027071461081504822,-7.450580596923828e-09,0.0,-0.13226217031478882,0.5084620118141174,0.011596130952508665,-0.24217373132705688,0.033470381051301956,-0.3744358718395233,0.5114359855651855,2.3194644451141357,0.9970455169677734,,,,,,,
3135952000.0,86.61,-2.700000047683716,12031147008.0,1806.0952904392598,2.0,-0.014068366028368473,12288.0,7.028869390487671,2.914335439641036e-15,0.0,2.7048263549804688,-0.027048267424106598,0.16970069706439972,-0.0270482636988163,-3.725290298461914e-09,0.0,-0.05454900860786438,0.5800930261611938,0.001294688843490266,-0.601391077041626,0.09001071751117706,-0.655940055847168,0.5804688930511475,2.267875909805298,0.9970250129699707,,,,,,,
3185056000.0,86.59,-2.8499999046325684,12031147008.0,1751.4483389149705,3.0,-0.01817004382610321,16384.0,9.367505311965942,3.1225022567582528e-15,0.0,2.702481746673584,-0.02702481858432293,0.26411131024360657,-0.02702481672167778,-1.862645149230957e-09,0.0,-0.027121365070343018,0.7263717651367188,0.03513882372134558,-1.1487739086151123,0.1931377649307251,-1.1758952140808105,0.739480197429657,2.3386359214782715,0.996809720993042,,,,,,,
3234424000.0,84.1,-3.2899999618530273,12031147008.0,1742.2418872821763,4.0,-0.018569335341453552,20480.0,11.718499183654785,3.4208746946262636e-15,0.0,2.6996331214904785,-0.026996327564120293,0.3604635000228882,-0.02699633128941059,3.725290298461914e-09,0.0,0.17783473432064056,0.8303434252738953,0.1518663600026896,-1.9599862098693848,0.37115243077278137,-1.7821513414382935,0.9016241431236267,2.3509938716888428,0.9967687129974365,,,,,,,
3283528000.0,82.44,-2.8399999141693115,12031147008.0,1783.8111554667635,5.0,-0.011332959868013859,24576.0,14.014706373214722,3.5110803153770576e-15,0.0,2.6952216625213623,-0.02695222571492195,0.22476623952388763,-0.026952216401696205,-9.313225746154785e-09,0.0,0.13525506854057312,0.656767725944519,0.15518092606416056,-1.4353934526443481,0.3020942807197571,-1.300138235092163,0.7145453691482544,2.2962071895599365,0.9968929290771484,,,,,,,
3332632000.0,86.93,-1.940000057220459,12031147008.0,1809.6018102054525,6.0,-0.010173903778195381,28672.0,16.27818775177002,3.406996906818449e-15,0.0,2.6957509517669678,-0.026957497000694275,0.1825520098209381,-0.02695750817656517,1.1175870895385742e-08,0.0,0.07815949618816376,0.5992351770401001,0.16078461093871743,-1.0214581489562988,0.2336297333240509,-0.9432986974716187,0.6541246771812439,2.263481378555298,0.9967741966247559,,,,,,,
3382000000.0,80.28,-2.390000104904175,12031147008.0,1778.9246954111884,7.0,-0.017376136034727097,32768.0,18.580702304840088,3.462508058049707e-15,0.0,2.695327043533325,-0.026953261345624924,0.21443122625350952,-0.02695327065885067,1.0244548320770264e-08,0.0,-0.08415782451629639,0.6495251059532166,0.0831058207554608,-0.6608031392097473,0.18182457983493805,-0.7449610233306885,0.6783227324485779,2.3025145530700684,0.9968893527984619,,,,,,,
3431104000.0,77.31,-2.3499999046325684,12031147008.0,1805.843744764012,8.0,-0.00874999351799488,36864.0,20.848894119262695,3.58046925441613e-15,0.0,2.691394329071045,-0.026913946494460106,0.13576152920722961,-0.026913942769169807,-3.725290298461914e-09,0.0,-0.01215097215026617,0.5210006237030029,0.13718651981566765,-0.4935929775238037,0.17403440177440643,-0.5057439804077148,0.5608927011489868,2.2681918144226074,0.9966588020324707,,,,,,,
3480472000.0,74.82,-2.0399999618530273,12031147008.0,1763.5470995896385,9.0,-0.01675073243677616,40960.0,23.171485900878906,3.920475055707584e-15,0.0,2.6856393814086914,-0.026856400072574615,0.1952161192893982,-0.02685639262199402,-6.51925802230835e-09,0.0,-0.12419867515563965,0.6124528646469116,0.1076533570751218,-0.43982988595962524,0.15224452316761017,-0.5640285611152649,0.6483445763587952,2.322591781616211,0.9967446327209473,,,,,,,
3529576000.0,70.2,-2.2799999713897705,12031147008.0,1762.9618378452708,10.0,-0.011314338073134422,45056.0,25.49484872817993,5.342948306008566e-15,0.0,2.667797803878784,-0.026677988469600677,0.11687655001878738,-0.026677977293729782,-1.1175870895385742e-08,0.0,-0.04958803206682205,0.4809891879558563,0.1334604617904015,-0.379865825176239,0.16488230228424072,-0.42945384979248047,0.5167032480239868,2.3233628273010254,0.9970743656158447,,,,,,,
3578680000.0,74.14,-2.450000047683716,12031147008.0,1784.0123224476254,11.0,-0.019557077437639236,49152.0,27.790796995162964,6.4063337967823486e-15,0.0,2.647843360900879,-0.026478439569473267,0.22500333189964294,-0.02647843211889267,-7.450580596923828e-09,0.0,-0.18042133748531342,0.646186351776123,0.12814638185103921,-0.3631012439727783,0.1758800894021988,-0.5435225963592529,0.6920475959777832,2.2959482669830322,0.9968457221984863,,,,,,,
3628048000.0,74.55,-2.7100000381469727,12031147008.0,1810.353317060402,12.0,-0.012620808556675911,53248.0,30.053338766098022,6.000408503403776e-15,0.0,2.619509696960449,-0.0261950995773077,0.16187617182731628,-0.026195095852017403,-3.725290298461914e-09,0.0,-0.08328834176063538,0.5629323124885559,0.13485760913987066,-0.398051917552948,0.20662805438041687,-0.481340229511261,0.6052187085151672,2.2625417709350586,0.996906042098999,,,,,,,
3677152000.0,72.22,-1.8799999952316284,12031147008.0,1755.625779486409,13.0,-0.013105051591992378,57344.0,32.38640999794006,6.09061412415457e-15,0.0,2.5758285522460938,-0.025758301839232445,0.14618435502052307,-0.0257582850754261,-1.6298145055770874e-08,0.0,-0.07514850050210953,0.5355290770530701,0.20609311393724594,-0.448378324508667,0.23774312436580658,-0.5235268473625183,0.6010329723358154,2.333071231842041,0.9970920085906982,,,,,,,
3726256000.0,69.61,-2.0,12031147008.0,1806.3123404876324,14.0,-0.012469757348299026,61440.0,34.65401339530945,5.632647126496693e-15,0.0,2.498025894165039,-0.02498026192188263,0.161417618393898,-0.02498025819659233,-3.725290298461914e-09,0.0,-0.03027912601828575,0.5674477815628052,0.17655226160339488,-0.5261444449424744,0.2966056764125824,-0.556423544883728,0.625328004360199,2.2676033973693848,0.9967732429504395,,,,,,,
3775624000.0,73.6,-2.130000114440918,12031147008.0,1813.2230119805558,15.0,-0.013062545098364353,65536.0,36.91297435760498,6.310924005603624e-15,0.0,2.399394989013672,-0.023993944749236107,0.13925930857658386,-0.023993948474526405,3.725290298461914e-09,0.0,-0.014901083894073963,0.5276026129722595,0.3516701492206429,-0.6840195655822754,0.3546763062477112,-0.6989206075668335,0.6552528142929077,2.2589609622955322,0.9967186450958252,,,,,,,
3824728000.0,76.36,-1.5099999904632568,12031147008.0,1732.6052554613786,16.0,-0.007289469707757235,69632.0,39.27704429626465,6.727257639838058e-15,0.0,2.341259479522705,-0.023412585258483887,0.1375252604484558,-0.023412594571709633,9.313225746154785e-09,0.0,0.06535637378692627,0.5204278826713562,0.2639196447636202,-0.7281671166419983,0.36901453137397766,-0.6628106832504272,0.6065937280654907,2.364069938659668,0.997157096862793,,,,,,,
3874096000.0,72.75,-1.559999942779541,12031147008.0,1749.9725669848353,17.0,-0.012426824308931828,73728.0,41.61765241622925,6.392456008974534e-15,0.0,2.417872905731201,-0.024178722873330116,0.15036210417747498,-0.024178728461265564,5.587935447692871e-09,0.0,0.04301607608795166,0.5467603206634521,0.3884909327141274,-0.8020803928375244,0.42125195264816284,-0.7590643167495728,0.6991903781890869,2.3406081199645996,0.9968891143798828,,,,,,,
3923200000.0,69.64,-2.6600000858306885,12031147008.0,1763.8987329607419,18.0,-0.023434635251760483,77824.0,43.939781188964844,5.478256737134757e-15,0.0,2.5453391075134277,-0.025453390553593636,0.25412315130233765,-0.025453390553593636,0.0,0.0,-0.09066753089427948,0.7072113156318665,0.29765198854713804,-0.925620436668396,0.41745254397392273,-1.0162880420684814,0.8438652753829956,2.3221287727355957,0.9971280097961426,,,,,,,
3972304000.0,69.61,-2.5199999809265137,12031147008.0,1800.6557438630502,19.0,-0.009938317351043224,81920.0,46.214508056640625,5.564992910933597e-15,0.0,2.557673692703247,-0.02557673677802086,0.1658526360988617,-0.02557673677802086,0.0,0.0,0.07711382210254669,0.5708224773406982,0.43551313951233983,-0.9574954509735107,0.48802563548088074,-0.8803815841674805,0.7597559690475464,2.2747268676757812,0.9969320297241211,,,,,,,
4021672000.0,73.08,-1.7400000095367432,12031147008.0,1745.769797261539,20.0,-0.011945020407438278,86016.0,48.56075096130371,5.538972058793945e-15,0.0,2.5867836475372314,-0.02586783468723297,0.1938060075044632,-0.02586783654987812,2.7939677238464355e-09,0.0,0.08819372951984406,0.6163818836212158,0.3598207414243282,-1.0573809146881104,0.5140596032142639,-0.9691871404647827,0.7703694701194763,2.346242904663086,0.9973704814910889,,,,,,,
4070776000.0,74.18,-1.9900000095367432,12031147008.0,1767.5389902213608,21.0,-0.016991525888442993,90112.0,50.87809729576111,6.22071838485283e-15,0.0,2.618030548095703,-0.02618030458688736,0.22581930458545685,-0.02618030458688736,0.0,0.0,0.024405905976891518,0.6716793179512024,0.2749742982061576,-0.9953961372375488,0.47049808502197266,-0.9709902405738831,0.7888333797454834,2.3173463344573975,0.9967577457427979,,,,,,,
4120408000.0,75.57,-2.380000114440918,12031147008.0,1779.3746314346427,22.0,-0.01409024465829134,94208.0,53.18002963066101,6.132247487578013e-15,0.0,2.6076512336730957,-0.026076506823301315,0.1715666502714157,-0.026076512411236763,4.6566128730773926e-09,0.0,-0.018112070858478546,0.5855672359466553,0.39574227123811134,-0.7774083614349365,0.43028897047042847,-0.7955204248428345,0.7532960176467896,2.3019323348999023,0.9969344139099121,,,,,,,
4170304000.0,78.17,-2.299999952316284,12031147008.0,1733.293284738872,23.0,-0.012646704912185669,98304.0,55.543161153793335,6.316128176031555e-15,0.0,2.5938987731933594,-0.025938991457223892,0.19947756826877594,-0.025938987731933594,-2.7939677238464355e-09,0.0,0.0201193168759346,0.6313855648040771,0.29440384504947825,-0.7938423156738281,0.40360555052757263,-0.7737230062484741,0.7516515851020813,2.363131523132324,0.9970302581787109,,,,,,,
4219672000.0,75.51,-1.940000057220459,12031147008.0,1738.2148725144248,24.0,-0.01440834067761898,102400.0,57.89960169792175,6.781034067593339e-15,0.0,2.5862598419189453,-0.025862591341137886,0.18143823742866516,-0.025862596929073334,5.122274160385132e-09,0.0,-0.015209222212433815,0.6022738218307495,0.27098673874373214,-0.68376624584198,0.36344465613365173,-0.6989754438400269,0.7053850293159485,2.356440544128418,0.9964895248413086,,,,,,,
4269264000.0,69.96,-1.7300000190734863,12031147008.0,1750.9305006771913,25.0,-0.00891925860196352,106496.0,60.238929271698,6.79664657887713e-15,0.0,2.584000825881958,-0.025840003043413162,0.12819144129753113,-0.02584000676870346,3.725290298461914e-09,0.0,0.05842701345682144,0.5030218362808228,0.3423854879566779,-0.6296044588088989,0.34175199270248413,-0.5711774230003357,0.6202990412712097,2.339327573776245,0.9975497722625732,,,,,,,
4318708000.0,71.77,-1.350000023841858,12031147008.0,1809.0794983820304,26.0,-0.0105542978271842,110592.0,62.50306415557861,6.37857822116672e-15,0.0,2.5855674743652344,-0.025855684652924538,0.16605345904827118,-0.025855673477053642,-1.1175870895385742e-08,0.0,-0.0230017751455307,0.5758982300758362,0.37332949408166605,-0.5927934646606445,0.3435742259025574,-0.6157951951026917,0.7274885177612305,2.2641348838806152,0.9966974258422852,,,,,,,
4368364000.0,72.83,-1.5099999904632568,12031147008.0,1782.97640848944,27.0,-0.013193831779062748,114688.0,64.80034637451172,7.060324547225605e-15,0.0,2.5808157920837402,-0.025808168575167656,0.15191501379013062,-0.02580815739929676,-1.1175870895385742e-08,0.0,0.01421284768730402,0.5510917901992798,0.21380740193955616,-0.6536714434623718,0.33273380994796753,-0.6394585371017456,0.6215262413024902,2.2972822189331055,0.9968271255493164,,,,,,,
4417732000.0,70.53,-2.5199999809265137,12031147008.0,1807.8036663968621,28.0,-0.021065112203359604,118784.0,67.06607913970947,6.980527267330672e-15,0.0,2.5728540420532227,-0.025728538632392883,0.2065199315547943,-0.025728540495038033,9.313225746154785e-10,0.0,-0.12134658545255661,0.6311990022659302,0.22769033633990754,-0.5382398366928101,0.3132034242153168,-0.6595864295959473,0.7182415723800659,2.265732765197754,0.9969527721405029,,,,,,,
4467364000.0,72.77,-2.859999895095825,12031147008.0,1761.5182623053959,29.0,-0.01683557964861393,122880.0,69.3913459777832,7.011752289898254e-15,0.0,2.554523468017578,-0.025545237585902214,0.19449949264526367,-0.025545233860611916,-4.190951585769653e-09,0.0,-0.07817117124795914,0.6188551783561707,0.27785495886915434,-0.5670940279960632,0.3439252972602844,-0.6452652215957642,0.728243887424469,2.3252668380737305,0.9969229698181152,,,,,,,
4516728000.0,73.89,-1.7000000476837158,12031147008.0,1732.5386840612994,30.0,-0.0067217666655778885,126976.0,71.75550675392151,6.673481212082777e-15,0.0,2.5226898193359375,-0.025226905941963196,0.12598760426044464,-0.0252268984913826,-7.450580596923828e-09,0.0,0.04307707026600838,0.5001806020736694,0.367393390559426,-0.5194134712219238,0.3399849832057953,-0.47633641958236694,0.6288687586784363,2.3641607761383057,0.9967851638793945,,,,,,,
4566096000.0,73.47,-1.590000033378601,12031147008.0,1806.413002571477,31.0,-0.016727669164538383,131072.0,74.02298378944397,8.427286646295329e-15,0.0,2.497201442718506,-0.02497200109064579,0.1708841323852539,-0.024972014129161835,1.30385160446167e-08,0.0,-0.06077340245246887,0.5815130472183228,0.3453010297569794,-0.6235446929931641,0.37739297747612,-0.6843181252479553,0.7186850905418396,2.267477035522461,0.9968185424804688,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.008014959283173084,0.2382931113243103,0.22328360378742218,0.008014959283173084,0.2382931113243103,0.22328360378742218,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0034678936935961246,0.19273392856121063,0.18594297766685486,0.0034678936935961246,0.19273392856121063,0.18594297766685486,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.00342914299108088,0.18327921628952026,0.19004236161708832,0.00342914299108088,0.18327921628952026,0.19004236161708832,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0020336094312369823,0.17229650914669037,0.1714262217283249,0.0020336094312369823,0.17229650914669037,0.1714262217283249,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010221366537734866,0.16645018756389618,0.1658458113670349,0.0010221366537734866,0.16645018756389618,0.1658458113670349,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019176414934918284,0.16735392808914185,0.16760094463825226,0.0019176414934918284,0.16735392808914185,0.16760094463825226,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.53
4585188000.0,73.87,-1.7100000381469727,11990518784.0,16.979407665295334,32.0,-0.008270533755421638,135168.0,315.2563695907593,5.254477408733749e-15,0.0,2.438274621963501,-0.024382755160331726,0.11881251633167267,-0.02438274584710598,-1.0244548320770264e-08,0.0,0.0807199627161026,0.4807969927787781,0.5526135502539385,-0.6909643411636353,0.5196640491485596,-0.6102443337440491,0.718820333480835,241.2333858013153,0.9969613552093506,,,,,,,
4585188000.0,73.84,-1.7999999523162842,12041169408.0,1794.2437115352159,33.0,-0.01682940497994423,139264.0,317.5392255783081,5.620504062164855e-15,0.0,2.407942056655884,-0.024079425260424614,0.12660473585128784,-0.024079419672489166,-5.587935447692871e-09,0.0,0.006653089076280594,0.5032166242599487,0.6237623378843671,-0.7163466215133667,0.5477608442306519,-0.7096935510635376,0.8203967213630676,2.282855987548828,0.9968700408935547,,,,,,,
4585188000.0,74.32,-2.0299999713897705,12041169408.0,1731.4719683841695,34.0,-0.01206502690911293,143360.0,319.90484285354614,5.134781488891349e-15,0.0,2.372103214263916,-0.023721031844615936,0.13767021894454956,-0.023721031844615936,0.0,0.0,0.06544522941112518,0.5206952095031738,0.5380938624504882,-0.7632584571838379,0.5579320788383484,-0.6978132724761963,0.7661375999450684,2.365617275238037,0.9982120990753174,,,,,,,
4585188000.0,76.09,-1.9299999475479126,12041169408.0,1822.5798553318875,35.0,-0.013630259782075882,147456.0,322.152206659317,5.384581669432009e-15,0.0,2.342613697052002,-0.023426126688718796,0.10829532146453857,-0.023426136001944542,9.313225746154785e-09,0.0,0.017492244020104408,0.46512091159820557,0.6561861001708733,-0.6373841762542725,0.5774320960044861,-0.6198919415473938,0.793239176273346,2.247363805770874,0.9969301223754883,,,,,,,
4585188000.0,76.57,-1.7000000476837158,12041169408.0,1769.5953986049137,36.0,-0.00887321401387453,151552.0,324.46686005592346,5.478256737134757e-15,0.0,2.31388258934021,-0.023138822987675667,0.1132369413971901,-0.023138824850320816,2.2118911147117615e-09,0.0,0.13540078699588776,0.4562798738479614,0.6457248258514952,-0.7735402584075928,0.6455431580543518,-0.6381394863128662,0.7665861248970032,2.3146533966064453,0.9969823360443115,,,,,,,
4585188000.0,74.35,-1.3300000429153442,12041169408.0,1780.5139385869327,37.0,-0.011198990046977997,155648.0,326.7673194408417,5.990000162547915e-15,0.0,2.2979578971862793,-0.022979583591222763,0.10114514082670212,-0.022979578003287315,-6.51925802230835e-09,0.0,0.05148252099752426,0.4468652904033661,0.6606793895960572,-0.6205106973648071,0.5779674053192139,-0.5690282583236694,0.767134428024292,2.300459384918213,0.9970459938049316,,,,,,,
4585188000.0,70.91,-1.75,12041169408.0,1781.3474891052351,38.0,-0.014405066147446632,159744.0,329.06670236587524,5.814793091474257e-15,0.0,2.255685806274414,-0.022556858137249947,0.12748531997203827,-0.022556858137249947,0.0,0.0,0.05635228753089905,0.5018531084060669,0.6169233266800711,-0.6851276159286499,0.6067501306533813,-0.6287753582000732,0.81083744764328,2.2993829250335693,0.9968540668487549,,,,,,,
4585188000.0,75.76,-1.4900000095367432,12041169408.0,1807.3365782881467,39.0,-0.006910777650773525,163840.0,331.33302068710327,6.354292092503044e-15,0.0,2.227752685546875,-0.022277534008026123,0.08196137845516205,-0.022277526557445526,-7.450580596923828e-09,0.0,0.07861661911010742,0.39721620082855225,0.6260028670259099,-0.4933534264564514,0.5158027410507202,-0.414736807346344,0.6495204567909241,2.2663183212280273,0.9969117641448975,,,,,,,
4585188000.0,77.81,-1.309999942779541,12041169408.0,1804.0189589345243,40.0,-0.008869417943060398,167936.0,333.6035068035126,6.543376951384516e-15,0.0,2.1918232440948486,-0.02191823162138462,0.07894326746463776,-0.02191823162138462,0.0,0.0,0.050558820366859436,0.39416784048080444,0.646505398981782,-0.4565739333629608,0.5322186946868896,-0.4060150980949402,0.6629636883735657,2.2704861164093018,0.9969816207885742,,,,,,,
4585188000.0,74.43,-1.1399999856948853,12041169408.0,1806.3406386945294,41.0,-0.00878135859966278,172032.0,335.8710746765137,5.9310195643647035e-15,0.0,2.225238800048828,-0.022252388298511505,0.08451155573129654,-0.022252388298511505,0.0,0.0,0.030738428235054016,0.4100235402584076,0.6269493584584948,-0.34359318017959595,0.4850103259086609,-0.3128547668457031,0.6713127493858337,2.2675678730010986,0.9969911575317383,,,,,,,
